Feature
1,ENSG00000281691
2,ENSG00000287957
3,ENSG00000272646
4,ENSG00000131730
5,ENSG00000120937
6,ENSG00000259209
7,ENSG00000265008
8,ENSG00000196632
9,ENSG00000160401
10,ENSG00000124019
11,ENSG00000168702
12,ENSG00000205592
13,ENSG00000149609
14,ENSG00000116032
15,ENSG00000241324
16,ENSG00000261079
17,ENSG00000166664
18,ENSG00000183684
19,ENSG00000174837
20,ENSG00000273102
21,ENSG00000213337
22,ENSG00000198816
23,ENSG00000229647
24,ENSG00000105699
25,ENSG00000234902
26,ENSG00000255471
27,ENSG00000258603
28,ENSG00000117600
29,ENSG00000227946
30,ENSG00000272293
31,ENSG00000286996
32,ENSG00000280639
33,ENSG00000187867
34,ENSG00000141542
35,ENSG00000152611
36,ENSG00000272115
37,ENSG00000069399
38,ENSG00000129968
39,ENSG00000187713
40,ENSG00000177791
41,ENSG00000196967
42,ENSG00000232692
43,ENSG00000175826
44,ENSG00000171346
45,ENSG00000184897
46,ENSG00000257550
47,ENSG00000128340
48,ENSG00000111269
49,ENSG00000167617
50,ENSG00000065989
51,ENSG00000166337
52,ENSG00000105270
53,ENSG00000255737
54,ENSG00000176973
55,ENSG00000273013
56,ENSG00000198876
57,ENSG00000148057
58,ENSG00000123119
59,ENSG00000198336
60,ENSG00000269938
61,ENSG00000153560
62,ENSG00000151490
63,ENSG00000169857
64,ENSG00000180011
65,ENSG00000101189
66,ENSG00000239697
67,ENSG00000185262
68,ENSG00000276408
69,ENSG00000137880
70,ENSG00000286061
71,ENSG00000146834
72,ENSG00000130956
73,ENSG00000274767
74,ENSG00000267750
75,ENSG00000276934
76,ENSG00000138795
77,ENSG00000102409
78,ENSG00000269892
79,ENSG00000283103
80,ENSG00000265666
81,ENSG00000162522
82,ENSG00000076201
83,ENSG00000160767
84,ENSG00000277235
85,ENSG00000174109
86,ENSG00000167862
87,ENSG00000232838
88,ENSG00000273368
89,ENSG00000131653
90,ENSG00000111676
91,ENSG00000233061
92,ENSG00000082014
93,ENSG00000166225
94,ENSG00000253953
95,ENSG00000134864
96,ENSG00000161013
97,ENSG00000100814
98,ENSG00000225973
99,ENSG00000117748
100,ENSG00000122592
101,ENSG00000250120
102,ENSG00000171160
103,ENSG00000188636
104,ENSG00000155542
105,ENSG00000151665
106,ENSG00000172985
107,ENSG00000243279
108,ENSG00000166582
109,ENSG00000253304
110,ENSG00000166451
111,ENSG00000114648
112,ENSG00000286599
113,ENSG00000266469
114,ENSG00000138767
115,ENSG00000174775
116,ENSG00000181817
117,ENSG00000142046
118,ENSG00000105516
119,ENSG00000182512
120,ENSG00000165030
121,ENSG00000254224
122,ENSG00000100336
123,ENSG00000160050
124,ENSG00000130725
125,ENSG00000181481
126,ENSG00000126603
127,ENSG00000107140
128,ENSG00000272049
129,ENSG00000119950
130,ENSG00000240891
131,ENSG00000010438
132,ENSG00000143013
133,ENSG00000128284
134,ENSG00000174945
135,ENSG00000250317
136,ENSG00000224531
137,ENSG00000130958
138,ENSG00000090372
139,ENSG00000135070
140,ENSG00000156531
141,ENSG00000111358
142,ENSG00000238227
143,ENSG00000178531
144,ENSG00000122783
145,ENSG00000164751
146,ENSG00000184260
147,ENSG00000108604
148,ENSG00000138172
149,ENSG00000176485
150,ENSG00000080493
151,ENSG00000100564
152,ENSG00000176912
153,ENSG00000065882
154,ENSG00000163528
155,ENSG00000160007
156,ENSG00000198909
157,ENSG00000136463
158,ENSG00000130818
159,ENSG00000156689
160,ENSG00000125648
161,ENSG00000107816
162,ENSG00000188786
163,ENSG00000107833
164,ENSG00000122863
165,ENSG00000253187
166,ENSG00000176410
167,ENSG00000132429
168,ENSG00000176092
169,ENSG00000136504
170,ENSG00000158109
171,ENSG00000115145
172,ENSG00000159111
173,ENSG00000179348
174,ENSG00000149657
175,ENSG00000164105
176,ENSG00000179833
177,ENSG00000138073
178,ENSG00000116199
179,ENSG00000133193
180,ENSG00000214530
181,ENSG00000104472
182,ENSG00000235169
183,ENSG00000106603
184,ENSG00000177105
185,ENSG00000215717
186,ENSG00000213281
187,ENSG00000029364
188,ENSG00000260493
189,ENSG00000155506
190,ENSG00000084731
191,ENSG00000141568
192,ENSG00000111412
193,ENSG00000184708
194,ENSG00000219545
195,ENSG00000285624
196,ENSG00000169499
197,ENSG00000129657
